                 160                  16
                 145                  11                 1.0
                 145                  12                 1.0
                 145                  13                 1.0
                 145                  14                -1.0
                 145                  15                 1.0
                 146                   0                 1.0
                 146                   1                 1.0
                 146                   2                 1.0
                 146                   3                 1.0
                 146                   4                -1.0
                 146                   5                -1.0
                 146                   6                 1.0
                 146                   7                -1.0
                 146                   8                -1.0
                 146                   9                -1.0
                 146                  10                -1.0
                 146                  11                -1.0
                 146                  12                 1.0
                 146                  13                -1.0
                 146                  14                 1.0
                 146                  15                -1.0
                 147                   0                 1.0
                 147                   1                -1.0
                 147                   2                -1.0
                 147                   3                -1.0
                 147                   4                -1.0
                 147                   5                -1.0
                 147                   6                 1.0
                 147                   7                -1.0
                 147                   8                 1.0
                 147                   9                -1.0
                 147                  10                 1.0
                 147                  11                 1.0
                 147                  12                 1.0
                 147                  13                -1.0
                 147                  14                -1.0
                 147                  15                 1.0
                 148                   0                 1.0
                 148                   1                -1.0
                 148                   2                -1.0
                 148                   3                 1.0
                 148                   4                 1.0
                 148                   5                -1.0
                 148                   6                 1.0
                 148                   7                -1.0
                 148                   8                 1.0
                 148                   9                -1.0
                 148                  10                -1.0
                 148                  11                -1.0
                 148                  12                 1.0
                 148                  13                 1.0
                 148                  14                -1.0
                 148                  15                -1.0
                 149                   0                 1.0
                 149                   1                 1.0
                 149                   2                -1.0
                 149                   3                -1.0
                 149                   4                -1.0
                 149                   5                 1.0
                 149                   6                -1.0
                 149                   7                 1.0
                 149                   8                 1.0
                 149                   9                -1.0
                 149                  10                -1.0
                 149                  11                 1.0
                 149                  12                -1.0
                 149                  13                 1.0
                 149                  14                -1.0
                 149                  15                -1.0
                 150                   0                 1.0
                 150                   1                -1.0
                 150                   2                -1.0
                 150                   3                -1.0
                 150                   4                -1.0
                 150                   5                 1.0
                 150                   6                -1.0
                 150                   7                -1.0
                 150                   8                 1.0
                 150                   9                -1.0
                 150                  10                 1.0
                 150                  11                -1.0
                 150                  12                 1.0
                 150                  13                -1.0
                 150                  14                -1.0
                 150                  15                -1.0
                 151                   0                 1.0
                 151                   1                -1.0
                 151                   2                 1.0
                 151                   3                 1.0
                 151                   4                -1.0
                 151                   5                 1.0
                 151                   6                -1.0
                 151                   7                 1.0
                 151                   8                 1.0
                 151                   9                 1.0
                 151                  10                 1.0
                 151                  11                -1.0
                 151                  12                 1.0
                 151                  13                 1.0
                 151                  14                 1.0
                 151                  15                -1.0
                 152                   0                -1.0
                 152                   1                -1.0
                 152                   2                 1.0
                 152                   3                -1.0
                 152                   4                -1.0
                 152                   5                -1.0
                 152                   6                 1.0
                 152                   7                 1.0
                 152                   8                -1.0
                 152                   9                -1.0
                 152                  10                 1.0
                 152                  11                -1.0
                 152                  12                 1.0
                 152                  13                -1.0
                 152                  14                -1.0
                 152                  15                 1.0
                 153                   0                -1.0
                 153                   1                -1.0
                 153                   2                -1.0
                 153                   3                 1.0
                 153                   4                 1.0
                 153                   5                -1.0
                 153                   6                 1.0
                 153                   7                 1.0
                 153                   8                 1.0
                 153                   9                -1.0
                 153                  10                -1.0
                 153                  11                -1.0
                 153                  12                 1.0
                 153                  13                 1.0
                 153                  14                -1.0
                 153                  15                -1.0
                 154                   0                 1.0
                 154                   1                -1.0
                 154                   2                -1.0
                 154                   3                 1.0
                 154                   4                -1.0
                 154                   5                -1.0
                 154                   6                 1.0
                 154                   7                -1.0
                 154                   8                 1.0
                 154                   9                 1.0
                 154                  10                 1.0
                 154                  11                -1.0
                 154                  12                 1.0
                 154                  13                 1.0
                 154                  14                -1.0
                 154                  15                -1.0
                 155                   0                 1.0
                 155                   1                 1.0
                 155                   2                -1.0
                 155                   3                -1.0
                 155                   4                -1.0
                 155                   5                 1.0
                 155                   6                 1.0
                 155                   7                -1.0
                 155                   8                 1.0
                 155                   9                -1.0
                 155                  10                 1.0
                 155                  11                -1.0
                 155                  12                 1.0
                 155                  13                -1.0
                 155                  14                -1.0
                 155                  15                -1.0
                 156                   0                -1.0
                 156                   1                 1.0
                 156                   2                 1.0
                 156                   3                -1.0
                 156                   4                -1.0
                 156                   5                -1.0
                 156                   6                -1.0
                 156                   7                -1.0
                 156                   8                 1.0
                 156                   9                -1.0
                 156                  10                -1.0
                 156                  11                -1.0
                 156                  12                -1.0
                 156                  13                -1.0
                 156                  14                -1.0
                 156                  15                -1.0
                 157                   0                 1.0
                 157                   1                -1.0
                 157                   2                -1.0
                 157                   3                 1.0
                 157                   4                -1.0
                 157                   5                 1.0
                 157                   6                -1.0
                 157                   7                 1.0
                 157                   8                 1.0
                 157                   9                -1.0
                 157                  10                -1.0
                 157                  11                 1.0
                 157                  12                 1.0
                 157                  13                 1.0
                 157                  14                 1.0
                 157                  15                -1.0
                 158                   0                -1.0
                 158                   1                -1.0
                 158                   2                 1.0
                 158                   3                 1.0
                 158                   4                -1.0
                 158                   5                -1.0
                 158                   6                -1.0
                 158                   7                -1.0
                 158                   8                 1.0
                 158                   9                -1.0
                 158                  10                -1.0
                 158                  11                 1.0
                 158                  12                 1.0
                 158                  13                 1.0
                 158                  14                 1.0
                 158                  15                -1.0
                 159                   0                -1.0
                 159                   1                -1.0
                 159                   2                 1.0
                 159                   3                -1.0
                 159                   4                -1.0
                 159                   5                -1.0
                 159                   6                -1.0
                 159                   7                -1.0
                 159                   8                 1.0
                 159                   9                 1.0
                 159                  10                 1.0
                 159                  11                -1.0
                 159                  12                -1.0
                 159                  13                -1.0
                 159                  14                 1.0
                 159                  15                -1.0
